Time_sec,Response_1,Response_2,Response_3,Response_4,Response_5,Response_6
-0.2,-0.25599004217093,-0.19782517396641,0.180230483117581,0.0418375418486855,1.12652987638951,1.09145807597019
-0.1999,-0.256044775429569,-0.19859983847245,0.178179468879694,0.0421311043983483,1.12424452984068,1.09515369430791
-0.1998,-0.256122169216106,-0.199453736123182,0.176171993375843,0.0424450737456874,1.12193809000387,1.09883232726262
-0.1997,-0.256222445948534,-0.200386853798318,0.174209863270181,0.0427800098139725,1.11961255213191,1.1024921517564
-0.1996,-0.256345810877044,-0.201399098863631,0.172294863967455,0.0431364649296239,1.11726997014967,1.10613134202058
-0.1995,-0.256492451734035,-0.202490298425463,0.170428757422881,0.0435149826941635,1.1149124553093,1.10974807040762
-0.1994,-0.256662538409569,-0.203660198706335,0.168613279952046,0.0439160968224312,1.11254217473307,1.11334050815532
-0.1993,-0.256856222653731,-0.204908464544924,0.166850140046517,0.0443403299506146,1.11016134984539,1.11690682610261
-0.1992,-0.257073637806871,-0.206234679023307,0.165141016201168,0.0447881924180886,1.10777225469554,1.12044519535674
-0.1991,-0.257314898558239,-0.207638343223982,0.163487554759218,0.0452601810270929,1.10537721417163,1.12395378791185
-0.199,-0.257580100733283,-0.209118876118761,0.16189136778075,0.0457567777840378,1.10297860210582,1.12743077721927
-0.1989,-0.257869321109818,-0.210675614591279,0.160354030940369,0.0462784486259972,1.10057883927045,1.13087433870996
-0.1988,-0.258182617263315,-0.212307813594554,0.158877081459649,0.0468256421358959,1.09818039126414,1.13428265026947
-0.1987,-0.258520027441677,-0.214014646444883,0.157462016080183,0.0473987882500062,1.09578576628751,1.13765389266595
-0.1986,-0.258881570469805,-0.21579520525315,0.156110289083201,0.0479982969615295,1.09339751280786,1.14098624993146
-0.1985,-0.259267245684118,-0.217648501494331,0.154823310361847,0.0486245570242089,1.09101821711287,1.14427790969678
-0.1984,-0.259677032896988,-0.219573466715345,0.153602443552005,0.0492779346600854,1.08865050075343,1.14752706347983
-0.1983,-0.260110892391005,-0.22156895338066,0.152449004227219,0.0499587722756415,1.08629701787594,1.15073190692823
-0.1982,-0.260568764943109,-0.223633735854397,0.151364258162819,0.0506673871905292,1.08396045244441,1.15389064001642
-0.1981,-0.261050571878646,-0.225766511517282,0.150349419674039,0.0514040703827504,1.08164351535239,1.15700146719807
-0.198,-0.26155621515549,-0.227965902016503,0.149405650032485,0.0521690852536062,1.07934894142523,1.16006259751444
-0.1979,-0.262085577478194,-0.230230454646098,0.148534055964707,0.0529626664151505,1.07707948631357,1.16307224465945
-0.1978,-0.262638522441776,-0.232558643854919,0.147735688235745,0.0537850185024644,1.07483792327961,1.16602862700239
-0.1977,-0.263214894704187,-0.234948872878657,0.147011540319551,0.0546363150129583,1.07262703987883,1.16892996756998
-0.1976,-0.26381452018586,-0.237399475491991,0.146362547157275,0.055516697174989,1.07044963453994,1.17177449398983
-0.1975,-0.264437206294172,-0.2399087178767,0.145789584003724,0.0564262728482684,1.06830851304689,1.17456043839815
-0.1974,-0.265082742170409,-0.242474800601382,0.14529346536199,0.0573651154586556,1.06620648492693,1.17728603731472
-0.1973,-0.265750898956733,-0.245095860708333,0.144874944006341,0.0583332629698564,1.06414635974969,1.17994953148872
-0.1972,-0.266441430080686,-0.247769973903169,0.144534710093742,0.0593307168942097,1.06213094334253,1.18254916571906
-0.1971,-0.267154071554658,-0.250495156842932,0.144273390364683,0.060357441344228,1.06016303392756,1.18508318865322
-0.197,-0.267888542287553,-0.253269369518352,0.144091547434057,0.0614133621261321,1.05824541818607,1.18754985256915
-0.1969,-0.268644544405616,-0.256090517725817,0.143989679172702,0.0624983658763735,1.05638086725609,1.18994741314558
-0.1968,-0.269421763579084,-0.25895645562434,0.143968218180054,0.0636122992420172,1.05457213266897,1.19227412922649
-0.1967,-0.2702198693511,-0.261864988372718,0.144027531348285,0.0647549681057215,1.05282194223189,1.19452826258629
-0.1966,-0.271038515465223,-0.264813874841961,0.144167919518407,0.0659261368559709,1.05113299586414,1.19670807770305
-0.1965,-0.271877340187812,-0.267800830397995,0.144389617228739,0.0671255277032469,1.04950796139618,1.19881184154801
-0.1964,-0.272735966621543,-0.270823529749567,0.14469279255587,0.0683528200429318,1.04794947034081,1.20083782340071
-0.1963,-0.273614003006216,-0.273879609856392,0.145077547047991,0.0696076498659417,1.04646011364594,1.20278429469976
-0.1962,-0.274511043003041,-0.27696667289271,0.145543915750289,0.0708896092182705,1.04504243743823,1.20464952893972
-0.1961,-0.275426665958591,-0.280082289261492,0.14609186732203,0.0721982457108156,1.0436989387667,1.20643180162457
-0.196,-0.2763604371449,-0.283224000654453,0.146721304244701,0.0735330620810546,1.04243206135565,1.20812939028775
-0.1959,-0.277311907972531,-0.286389323152852,0.147432063119994,0.0748935158083273,1.04124419137567,1.20974057458808
-0.1958,-0.278280616173978,-0.289575750364031,0.148223915055483,0.0762790187844682,1.04013765324126,1.21126363648976
-0.1957,-0.279266085955256,-0.292780756588617,0.149096566135052,0.07768893704129,1.03911470544291,1.21269686053368
-0.1956,-0.280267828114105,-0.296001800013463,0.150049657970531,0.0791225905361185,1.03817753642068,1.21403853420646
-0.1955,-0.2812853401239,-0.299236325925656,0.151082768330697,0.0805792529963766,1.03732826048624,1.21528694841285
-0.1954,-0.282318106183038,-0.302481769943225,0.152195411843572,0.0820581518241955,1.03656891379966,1.21644039805675
-0.1953,-0.283365597230089,-0.305735561258398,0.153387040767772,0.0835584680620218,1.03590145040803,1.21749718273524
-0.1952,-0.284427270925326,-0.308995125889079,0.154657045828477,0.0850793364201193,1.03532773835242,1.21845560754921
-0.1951,-0.285502571599499,-0.312257889933872,0.156004757113633,0.0866198453666488,1.03484955585035,1.21931398403356
-0.195,-0.286590930170833,-0.315521282825569,0.157429445026048,0.0881790372806263,1.03446858756115,1.22007063120841
-0.1949,-0.287691764031448,-0.318782740577735,0.158930321287182,0.0897559086676402,1.03418642094192,1.22072387675223
-0.1948,-0.288804476904618,-0.322039709018882,0.160506539988491,0.0913494104379858,1.03400454270246,1.22127205829604
-0.1947,-0.289928458674733,-0.325289647008529,0.16215719868622,0.092958448246841,1.03392433536776,1.22171352483728
-0.1946,-0.291063085192497,-0.328530029629131,0.163881339535497,0.0945818828960956,1.03394707395741,1.22204663827125
-0.1945,-0.292207718058709,-0.331758351347655,0.165677950459462,0.0962185307972742,1.03407392279144,1.22226977503745
-0.1944,-0.293361704390599,-0.334972129140389,0.167545966349115,0.097867164494672,1.03430593243267,1.22238132787818
-0.1943,-0.29452437657502,-0.338168905574581,0.169484270289723,0.0995265132474817,1.034644036775,1.2223797077062
-0.1942,-0.295695052013057,-0.341346251840629,0.171491694809974,0.101195263669456,1.03508905028729,1.22226334557786
-0.1941,-0.296873032860856,-0.344501770728766,0.173567023150554,0.102872060424637,1.03564166542131,1.22203069476766
-0.194,-0.298057605771915,-0.347633099544577,0.175708990549301,0.104555506977871,1.0363024501921,1.22168023293927
-0.1939,-0.299248041646327,-0.350737912957973,0.177916285540446,0.106244166399229,1.03707184593827,1.22121046440723
-0.1938,-0.300443595392458,-0.353813925780419,0.180187551265434,0.107936562221831,1.03795016526889,1.22061992248315
-0.1937,-0.301643505706341,-0.356858895665294,0.182521386792578,0.109631179352835,1.03893759020298,1.21990717189944
-0.1936,-0.302846994873686,-0.359870625726269,0.184916348442585,0.111326465037491,1.04003417050681,1.21907081130368
-0.1935,-0.304053268599043,-0.362846967068796,0.187370951117095,0.113020829876242,1.04123982223406,1.21810947581662
-0.1934,-0.305261515866077,-0.365785821230034,0.189883669627797,0.114712648894922,1.0425543264742,1.21702183964661
-0.1933,-0.306470908832159,-0.36868514252278,0.192452940024265,0.11640026266787,1.04397732831426,1.2158066187535
-0.1932,-0.307680602759607,-0.371542940279034,0.195077160919207,0.118081978493302,1.04550833601917,1.21446257355451
-0.1931,-0.308889735985191,-0.374357280988731,0.197754694810047,0.119756071619666,1.04714672043601,1.21298851166503
-0.193,-0.310097429929034,-0.377126290328943,0.200483869395952,0.121420786521261,1.04889171462697,1.21138329066703
-0.1929,-0.311302789143933,-0.379848155078523,0.20326297888962,0.123074338221296,1.05074241373565,1.20964582089761
-0.1928,-0.312504901406198,-0.382521124912914,0.206090285323549,0.124714913660566,1.05269777509104,1.20777506824993
-0.1927,-0.313702837849062,-0.385143514073649,0.208964019850934,0.126340673110012,1.05475661855305,1.20577005697925
-0.1926,-0.314895653139578,-0.387713702907224,0.211882384041886,0.127949751625243,1.05691762710316,1.2036298725074
-0.1925,-0.316082385699696,-0.390230139268336,0.214843551176119,0.129540260541014,1.05917934768347,1.20135366422019
-0.1924,-0.317262057971942,-0.392691339782934,0.217845667533817,0.131110289003603,1.06154019228624,1.19894064825315
-0.1923,-0.318433676729979,-0.395095890967007,0.220886853686873,0.132657905539175,1.0639984392953,1.1963901102612
-0.1922,-0.319596233434059,-0.397442450197475,0.223965205793126,0.134181159656424,1.06655223507953,1.19370140816807
-0.1921,-0.320748704630851,-0.399729746532005,0.227078796896442,0.135678083482071,1.06919959583798,1.1908739748911
-0.192,-0.321890052396475,-0.401956581375173,0.230225678235528,0.137146693428097,1.07193840969576,1.18790732103759
-0.1919,-0.323019224820801,-0.404121828989012,0.233403880564146,0.138584991889757,1.07476643904903,1.18480103756873
-0.1918,-0.324135156530581,-0.40622443684667,0.236611415485158,0.139990968973518,1.07768132315609,1.1815547984275
-0.1917,-0.325236769248919,-0.408263425828554,0.239846276800469,0.141362604253977,1.08068058097071,1.17816836312682
-0.1916,-0.32632297238882,-0.410237890261181,0.243106441878716,0.142697868558869,1.08376161421221,1.17464157929416
-0.1915,-0.327392663678787,-0.412146997799858,0.246389873042319,0.143994725781366,1.08692171066667,1.17097438516848
-0.1914,-0.328444729818627,-0.413989989157195,0.249694518975496,0.145251134718895,1.09015804771301,1.16716681204494
-0.1913,-0.329478047163533,-0.415766177680377,0.253018316154846,0.146465050937621,1.09346769606802,1.16321898666227
-0.1912,-0.330491482434448,-0.41747494878111,0.256359190304138,0.14763442866161,1.09684762374375,1.15913113352656
-0.1911,-0.331483893452636,-0.419115759223173,0.259715057874959,0.148757222685761,1.10029470021058,1.15490357716485
-0.191,-0.332454129896624,-0.420688136273379,0.263083827554859,0.149831390311782,1.10380570075748,1.15053674430108
-0.1909,-0.333401034079973,-0.42219167672235,0.266463401804705,0.150854893306458,1.10737731103982,1.14603116594645
-0.1908,-0.334323441748693,-0.423626045781864,0.26985167842698,0.151825699881146,1.11100613180295,1.14138747939651
-0.1907,-0.335220182897149,-0.42499097586588,0.273246552166721,0.152741786690842,1.11468868376901,1.13660643012672
-0.1906,-0.336090082601299,-0.426286265262577,0.276645916346482,0.153601140850838,1.1184214126735,1.13168887357883
-0.1905,-0.336931961867945,-0.427511776704971,0.280047664536245,0.15440176196901,1.12220069443824,1.12663577682999
-0.1904,-0.337744638498713,-0.428667435847809,0.28344969225866,0.155141664192186,1.1260228404671,1.12144822013744
-0.1903,-0.338526927967525,-0.429753229658564,0.286849898729298,0.155818878265127,1.12988410305089,1.11612739835111
-0.1902,-0.339277644310506,-0.430769204730385,0.290246188630815,0.156431453600343,1.1337806808676,1.11067462218713
-0.1901,-0.339995601027422,-0.43171546552484,0.293636473919007,0.156977460356161,1.13770872456377,1.10509131935507
-0.19,-0.340679611993825,-0.432592172552086,0.297018675657928,0.157454991519644,1.14166434240296,1.09937903553226
-0.1899,-0.341328492383169,-0.433399540495855,0.300390725880506,0.15786216499023,1.14564360596706,1.09353943517897
-0.1898,-0.341941059598281,-0.434137836290447,0.303750569470497,0.15819712565959,1.14964255589619,1.08757430218866
-0.1897,-0.342516134211699,-0.434807377156856,0.307096166061243,0.158458047483146,1.15365720765319,1.08148554036762
-0.1896,-0.343052540914394,-0.435408528605211,0.310425491946396,0.158643135538957,1.15768355729906,1.07527517373885
-0.1895,-0.343549109472426,-0.435941702410635,0.313736541997713,0.158750628069775,1.16171758726657,1.06894534666512
-0.1894,-0.344004675691249,-0.436407354569239,0.317027331585036,0.158778798503905,1.16575527211976,1.06249832378699
-0.1893,-0.344418082387861,-0.436805983240632,0.320295898493696,0.158725957450084,1.16979258428751,1.05593648977204
-0.1892,-0.344788180371552,-0.437138126683092,0.323540304834876,0.158590454661227,1.17382549975936,1.04926234887225
-0.1891,-0.345113829434486,-0.437404361187636,0.326758638944711,0.158370680961801,1.1778500037322,1.04247852428655
-0.189,-0.345393899353395,-0.437605299017261,0.329949017268139,0.158065070133789,1.18186209619613,1.03558775732553
-0.1889,-0.345627270903456,-0.437741586357468,0.333109586223534,0.157672100756483,1.18585779744852,1.02859290637497
-0.1888,-0.345812836885028,-0.437813901283753,0.336238524044168,0.157190297995616,1.189833153525,1.02149694565495
-0.1887,-0.34594950316375,-0.437822951751153,0.339334042592507,0.156618235337441,1.19378424153677,1.01430296377135
-0.1886,-0.346036189724594,-0.437769473610317,0.342394389143431,0.155954536263444,1.19770717490348,1.0070141620572
-0.1885,-0.3460718317408,-0.437654228654064,0.345417848132417,0.155197875861464,1.20159810847115,0.999633852701319
-0.1884,-0.346055380658944,-0.437478002697821,0.34840274286465,0.154346982369148,1.20545324350508,0.992165456662364
-0.1883,-0.34598580530142,-0.437241603696724,0.351347437180926,0.153400638645878,1.20926883254774,0.984612501366954
-0.1882,-0.345862092987568,-0.436945859901425,0.354250337076263,0.152357683569462,1.21304118413203,0.976978618191148
-0.1881,-0.345683250674493,-0.436591618054057,0.357109892267382,0.15121701335423,1.2167666673407,0.969267539725481
-0.188,-0.345448306118583,-0.436179741625422,0.359924597705547,0.14997758278771,1.22044171620289,0.961483096824491
-0.1879,-0.345156309058971,-0.435711109094272,0.362692995031717,0.148638406383885,1.22406283391969,0.95362921544268
-0.1878,-0.344806332424533,-0.435186612269625,0.365413673971525,0.147198559451862,1.22762659691083,0.945709913259994
-0.1877,-0.34439747356632,-0.434607154657104,0.368085273668314,0.145657179079543,1.23112965867569,0.937729296101288
-0.1876,-0.343928855517256,-0.433973649870265,0.37070648395312,0.144013465032375,1.23456875346241,0.929691554155542
-0.1875,-0.343399628280649,-0.433287020087665,0.373276046550851,0.142266680567778,1.23794069974025,0.921600958001463
-0.1874,-0.342808970148804,-0.432548194556109,0.375792756222044,0.140416153166225,1.24124240347134,0.913461854446407
-0.1873,-0.342156089052781,-0.431758108140271,0.378255461839481,0.138461275180269,1.24447086117943,0.905278662185651
-0.1872,-0.341440223943993,-0.430917699918998,0.380663067398948,0.136401504402869,1.2476231628136,0.89705586728916
-0.1871,-0.34066064620784,-0.430027911829036,0.383014532963482,0.134236364556383,1.25069649440579,0.888798018523226
-0.187,-0.339816661109169,-0.429089687357423,0.385308875540656,0.131965445703602,1.25368814052095,0.880509722514612
-0.1869,-0.338907609268945,-0.428103970284009,0.387545169892665,0.12958840458224,1.25659548649939,0.872195638765215
-0.1868,-0.337932868170998,-0.42707170347538,0.389722549279237,0.127104964864392,1.25941602049153,0.863860474526029
-0.1867,-0.336891853697168,-0.425993827731009,0.391840206133719,0.124514917342623,1.2621473352864,0.855508979539891
-0.1866,-0.33578402168848,-0.42487128068189,0.393897392672851,0.12181812004444,1.26478712993613,0.847145940663201
-0.1865,-0.334608869529518,-0.423704995741591,0.395893421440647,0.119014498276944,1.26733321117922,0.838776176376982
-0.1864,-0.333365937752733,-0.422495901109419,0.397827665786667,0.116104044603531,1.26978349466648,0.830404531197652
-0.1863,-0.3320548116591,-0.421244918825171,0.399699560278805,0.11308681875458,1.27213600599349,0.822035869997845
-0.1862,-0.330675122951253,-0.41995296387447,0.40150860105078,0.109962947474321,1.27438888154451,0.813675072247674
-0.1861,-0.329226551374919,-0.418620943343201,0.40325434608468,0.106732624306042,1.27654036915249,0.805327026186954
-0.186,-0.327708826364241,-0.41724975561925,0.404936415429154,0.10339610931759,1.27858882857985,0.796996622939048
-0.1859,-0.326121728686458,-0.415840289640017,0.406554491354014,0.0999537287687527,1.28053273182386,0.788688750577043
-0.1858,-0.324465092081546,-0.414393424184647,0.408108318442023,0.0964058747219774,1.28237066324989,0.780408288153065
-0.1857,-0.322738804892671,-0.412910027210471,0.409597703618518,0.0927530045982321,1.28410131955565,0.772160099701543
-0.1856,-0.320942811683362,-0.411390955233463,0.411022516119498,0.0889956406805047,1.28572350956988,0.763949028227287
-0.1855,-0.319077114837261,-0.409837052752784,0.412382687398834,0.0851343695680831,1.28723615389026,0.75577988968918
-0.1854,-0.31714177613598,-0.408249151719529,0.413678210975571,0.0811698415851246,1.28863828436579,0.747657466990081
-0.1853,-0.31513691831017,-0.406628071049848,0.414909142222584,0.0771027701472987,1.2899290434297,0.739586503983457
-0.1852,-0.313062726558538,-0.404974616182511,0.416075598098126,0.072933931090655,1.29110768328835,0.731571699507334
