0,-21,-21.03125,-20.03125,-20.96875,-19.65625,-19.0625,-18.28125,-17.4375
0.0001,-21.09375,-21,-20,-21,-19.78125,-19,-18.28125,-17.28125
0.0002,-21.09375,-21.15625,-20,-21.03125,-19.71875,-19,-18.34375,-17.375
0.0003,-21.15625,-21.125,-20.03125,-20.96875,-19.8125,-19.1875,-18.34375,-17.40625
0.0004,-20.9375,-21.0625,-19.96875,-20.9375,-19.9375,-19.28125,-18.15625,-17.53125
0.0005,-21.0625,-21.09375,-20,-20.84375,-19.84375,-19.15625,-18.21875,-17.375
0.0006,-21,-21.125,-19.9375,-20.75,-19.90625,-19.0625,-18.21875,-17.4375
0.0007,-21,-21.1875,-19.8125,-20.78125,-19.9375,-19.125,-18.21875,-17.375
0.0008,-21.0625,-21.3125,-19.75,-20.84375,-19.78125,-19.25,-18.34375,-17.34375
0.0009,-21.125,-21.3125,-19.71875,-20.8125,-19.8125,-19.34375,-18.3125,-17.34375
0.001,-21.03125,-21.25,-19.875,-20.8125,-19.84375,-19.34375,-18.1875,-17.5
0.0011,-21.0625,-21.1875,-19.84375,-20.75,-19.84375,-19.34375,-18.1875,-17.375
0.0012,-21,-21.25,-19.78125,-20.78125,-19.84375,-19.3125,-18.3125,-17.40625
0.0013,-21.0625,-21.34375,-19.78125,-20.875,-19.78125,-19.21875,-18.34375,-17.40625
0.0014,-21.09375,-21.40625,-19.6875,-20.9375,-19.8125,-19.1875,-18.3125,-17.46875
0.0015,-21.125,-21.4375,-19.8125,-20.8125,-19.78125,-19.375,-18.3125,-17.40625
0.0016,-21.0625,-21.40625,-19.90625,-20.875,-19.84375,-19.4375,-18.40625,-17.3125
0.0017,-21,-21.375,-19.9375,-20.6875,-19.84375,-19.40625,-18.40625,-17.53125
0.0018,-21.03125,-21.40625,-19.8125,-20.625,-19.8125,-19.40625,-18.34375,-17.40625
0.0019,-20.9375,-21.46875,-19.78125,-20.75,-19.6875,-19.375,-18.40625,-17.40625
0.002,-21.21875,-21.46875,-19.84375,-20.6875,-19.5625,-19.3125,-18.4375,-17.28125
0.0021,-21,-21.53125,-19.6875,-20.875,-19.53125,-19.40625,-18.34375,-17.40625
0.0022,-21.03125,-21.53125,-19.875,-20.8125,-19.625,-19.375,-18.40625,-17.5
0.0023,-21.03125,-21.40625,-19.8125,-20.8125,-19.59375,-19.375,-18.40625,-17.5
0.0024,-20.9375,-21.375,-19.84375,-20.78125,-19.65625,-19.40625,-18.28125,-17.59375
0.0025,-21,-21.4375,-19.84375,-20.75,-19.65625,-19.40625,-18.3125,-17.375
0.0026,-21,-21.5,-19.75,-20.9375,-19.5625,-19.28125,-18.28125,-17.40625
0.0027,-21,-21.375,-19.71875,-20.9375,-19.5625,-19.25,-18.28125,-17.375
0.0028,-21.09375,-21.46875,-19.8125,-21,-19.65625,-19.375,-18.1875,-17.5625
0.0029,-20.9375,-21.46875,-19.84375,-21,-19.65625,-19.4375,-18.15625,-17.5625
0.003,-20.84375,-21.375,-19.84375,-20.96875,-19.625,-19.28125,-18.0625,-17.53125
0.0031,-20.96875,-21.4375,-20.03125,-21,-19.5625,-19.25,-18.15625,-17.5
0.0032,-21,-21.40625,-19.96875,-21.03125,-19.53125,-19.125,-18.09375,-17.375
0.0033,-21,-21.5,-19.8125,-21.125,-19.53125,-19.15625,-18.09375,-17.4375
0.0034,-20.96875,-21.40625,-19.96875,-21.09375,-19.5625,-19.28125,-18.03125,-17.53125
0.0035,-21,-21.40625,-20.03125,-21.0625,-19.65625,-19.3125,-18.03125,-17.59375
0.0036,-20.875,-21.375,-19.9375,-21.09375,-19.625,-19.375,-17.84375,-17.59375
0.0037,-20.78125,-21.34375,-20.125,-21.03125,-19.71875,-19.28125,-17.78125,-17.625
0.0038,-20.84375,-21.375,-19.90625,-21.125,-19.625,-19.28125,-17.84375,-17.53125
0.0039,-20.90625,-21.5,-20.03125,-21.28125,-19.5625,-19.34375,-17.78125,-17.4375
0.004,-20.875,-21.40625,-19.96875,-21.3125,-19.6875,-19.4375,-17.84375,-17.4375
0.0041,-20.8125,-21.40625,-20.09375,-21.25,-19.6875,-19.5,-17.8125,-17.40625
0.0042,-20.8125,-21.25,-20.09375,-21.15625,-19.8125,-19.375,-17.75,-17.4375
0.0043,-20.875,-21.3125,-20.125,-21.25,-19.8125,-19.40625,-17.71875,-17.40625
0.0044,-20.875,-21.34375,-20.03125,-21.25,-19.75,-19.34375,-17.78125,-17.375
0.0045,-20.90625,-21.375,-20.0625,-21.375,-19.71875,-19.28125,-17.90625,-17.1875
0.0046,-20.90625,-21.40625,-20.03125,-21.40625,-19.625,-19.34375,-17.9375,-17.34375
0.0047,-21,-21.375,-20.21875,-21.28125,-19.78125,-19.34375,-17.90625,-17.21875
0.0048,-20.96875,-21.28125,-20.21875,-21.34375,-19.78125,-19.375,-17.84375,-17.25
0.0049,-20.9375,-21.28125,-20.15625,-21.15625,-19.71875,-19.34375,-17.8125,-17.28125
0.005,-20.9375,-21.21875,-20.25,-21.15625,-19.8125,-19.25,-17.875,-17.28125
0.0051,-20.96875,-21.21875,-20.03125,-21.25,-19.6875,-19.34375,-17.9375,-17.09375
0.0052,-21.03125,-21.34375,-20.125,-21.40625,-19.78125,-19.34375,-17.90625,-17.21875
0.0053,-21.09375,-21.375,-20.28125,-21.3125,-19.65625,-19.34375,-18.03125,-17.15625
0.0054,-21.09375,-21.1875,-20.15625,-21.28125,-19.9375,-19.5,-17.96875,-17.25
0.0055,-21,-21.1875,-20.34375,-21.15625,-19.84375,-19.4375,-17.9375,-17.3125
0.0056,-21.09375,-21.28125,-20.21875,-21.28125,-19.84375,-19.46875,-17.96875,-17.28125
0.0057,-20.9375,-21.1875,-20.21875,-21.03125,-19.71875,-19.375,-18.03125,-17.15625
0.0058,-21.03125,-21.1875,-20.1875,-21.3125,-19.6875,-19.34375,-18.125,-17.09375
0.0059,-21.09375,-21.28125,-20.25,-21.25,-19.65625,-19.40625,-18.03125,-17.15625
0.006,-21,-21.3125,-20.21875,-21.25,-19.78125,-19.59375,-18.21875,-17.1875
0.0061,-21,-21.21875,-20.34375,-21.1875,-19.71875,-19.5,-18.125,-17.34375
0.0062,-21.03125,-21.21875,-20.21875,-21.1875,-19.84375,-19.40625,-18.15625,-17.1875
0.0063,-21,-21.375,-20.15625,-21.28125,-19.59375,-19.4375,-18.25,-17.1875
0.0064,-21.03125,-21.40625,-20.125,-21.28125,-19.71875,-19.46875,-18.1875,-17.125
0.0065,-21.0625,-21.46875,-20.25,-21.28125,-19.59375,-19.53125,-18.40625,-17.15625
0.0066,-21,-21.3125,-20.25,-21.25,-19.65625,-19.5,-18.21875,-17.1875
0.0067,-21.0625,-21.3125,-20.15625,-21.21875,-19.71875,-19.5,-18.25,-17.1875
0.0068,-21.03125,-21.375,-20.25,-21.09375,-19.59375,-19.46875,-18.28125,-17.28125
0.0069,-21.09375,-21.46875,-20.21875,-21.125,-19.71875,-19.46875,-18.375,-17.28125
0.007,-21.25,-21.4375,-20.125,-21.3125,-19.5,-19.4375,-18.46875,-17.25
0.0071,-21.09375,-21.5,-20.03125,-21.21875,-19.53125,-19.5,-18.4375,-17.28125
0.0072,-21.09375,-21.5,-20.15625,-21.1875,-19.625,-19.4375,-18.5,-17.375
0.0073,-20.96875,-21.46875,-20.21875,-21.21875,-19.59375,-19.5625,-18.4375,-17.375
0.0074,-20.90625,-21.53125,-20.1875,-21.15625,-19.6875,-19.4375,-18.40625,-17.4375
0.0075,-20.96875,-21.6875,-20.15625,-21,-19.75,-19.34375,-18.4375,-17.375
0.0076,-20.84375,-21.71875,-20.125,-21.09375,-19.5625,-19.40625,-18.46875,-17.3125
0.0077,-20.9375,-21.65625,-20.15625,-21.28125,-19.6875,-19.34375,-18.53125,-17.25
0.0078,-20.9375,-21.625,-20.28125,-21.3125,-19.71875,-19.46875,-18.5625,-17.375
0.0079,-20.875,-21.65625,-20.28125,-21.28125,-19.625,-19.40625,-18.5,-17.53125
0.008,-20.78125,-21.6875,-20.3125,-21.25,-19.8125,-19.5,-18.53125,-17.34375
0.0081,-20.78125,-21.78125,-20.3125,-21.21875,-19.78125,-19.40625,-18.3125,-17.53125
0.0082,-20.8125,-21.84375,-20.28125,-21.28125,-19.625,-19.28125,-18.53125,-17.28125
0.0083,-20.8125,-21.78125,-20.3125,-21.4375,-19.6875,-19.375,-18.46875,-17.4375
0.0084,-20.90625,-21.8125,-20.34375,-21.34375,-19.71875,-19.34375,-18.5,-17.34375
0.0085,-20.8125,-21.78125,-20.46875,-21.3125,-19.6875,-19.28125,-18.4375,-17.53125
0.0086,-20.75,-21.6875,-20.5,-21.28125,-19.75,-19.28125,-18.3125,-17.53125
0.0087,-20.75,-21.6875,-20.46875,-21.3125,-19.875,-19.3125,-18.4375,-17.5
0.0088,-20.6875,-21.65625,-20.28125,-21.40625,-19.78125,-19.21875,-18.28125,-17.53125
0.0089,-20.875,-21.71875,-20.34375,-21.40625,-19.75,-19.25,-18.4375,-17.46875
0.009,-20.71875,-21.78125,-20.40625,-21.4375,-19.71875,-19.40625,-18.40625,-17.5
0.0091,-20.71875,-21.75,-20.5625,-21.375,-19.84375,-19.375,-18.3125,-17.40625
0.0092,-20.6875,-21.6875,-20.5,-21.34375,-19.90625,-19.28125,-18.3125,-17.625
0.0093,-20.6875,-21.5,-20.53125,-21.4375,-19.90625,-19.4375,-18.28125,-17.53125
0.0094,-20.71875,-21.53125,-20.40625,-21.5,-19.875,-19.40625,-18.15625,-17.5625
0.0095,-20.78125,-21.59375,-20.40625,-21.625,-19.875,-19.34375,-18.375,-17.5
0.0096,-20.75,-21.5,-20.4375,-21.65625,-19.96875,-19.28125,-18.34375,-17.40625
0.0097,-20.8125,-21.625,-20.5,-21.5625,-19.96875,-19.375,-18.28125,-17.46875
0.0098,-20.625,-21.5,-20.5625,-21.46875,-20.03125,-19.5625,-18.1875,-17.59375
0.0099,-20.75,-21.5,-20.625,-21.375,-19.96875,-19.5,-18.25,-17.5
0.01,-20.84375,-21.4375,-20.5,-21.5625,-19.9375,-19.4375,-18.09375,-17.53125
0.0101,-20.75,-21.40625,-20.5,-21.59375,-19.96875,-19.375,-18.09375,-17.53125
0.0102,-20.9375,-21.46875,-20.375,-21.78125,-19.96875,-19.5,-18.21875,-17.3125
0.0103,-20.90625,-21.46875,-20.40625,-21.71875,-19.96875,-19.5,-18.21875,-17.5
0.0104,-20.875,-21.40625,-20.46875,-21.71875,-20.03125,-19.53125,-18.1875,-17.46875
0.0105,-20.875,-21.40625,-20.5,-21.5625,-20.03125,-19.59375,-18.0625,-17.53125
0.0106,-20.875,-21.28125,-20.46875,-21.46875,-20,-19.53125,-18.03125,-17.4375
0.0107,-20.84375,-21.375,-20.40625,-21.59375,-19.84375,-19.53125,-18.1875,-17.5
0.0108,-21,-21.34375,-20.5,-21.53125,-19.8125,-19.53125,-18.15625,-17.40625
0.0109,-21.0625,-21.46875,-20.53125,-21.53125,-19.8125,-19.59375,-18.15625,-17.5
0.011,-20.96875,-21.34375,-20.53125,-21.625,-19.84375,-19.65625,-18.03125,-17.40625
0.0111,-20.9375,-21.3125,-20.59375,-21.5,-19.96875,-19.71875,-18.09375,-17.5
0.0112,-20.96875,-21.28125,-20.65625,-21.46875,-19.84375,-19.65625,-17.9375,-17.65625
0.0113,-21.03125,-21.21875,-20.5625,-21.375,-19.78125,-19.53125,-18.0625,-17.5
0.0114,-21.125,-21.375,-20.46875,-21.46875,-19.59375,-19.59375,-18.0625,-17.5625
0.0115,-21.15625,-21.40625,-20.53125,-21.46875,-19.5625,-19.6875,-18.15625,-17.40625
0.0116,-21.1875,-21.34375,-20.625,-21.375,-19.625,-19.71875,-18.09375,-17.59375
0.0117,-21.15625,-21.40625,-20.59375,-21.3125,-19.6875,-19.78125,-18.03125,-17.59375
0.0118,-21.125,-21.1875,-20.78125,-21.25,-19.71875,-19.5625,-18.0625,-17.59375
0.0119,-21.09375,-21.28125,-20.65625,-21.34375,-19.65625,-19.59375,-18.1875,-17.5
0.012,-21.1875,-21.21875,-20.65625,-21.3125,-19.5625,-19.625,-18.125,-17.46875
0.0121,-21.25,-21.3125,-20.53125,-21.3125,-19.53125,-19.625,-18.21875,-17.53125
0.0122,-21.40625,-21.40625,-20.65625,-21.3125,-19.5,-19.8125,-18.1875,-17.53125
0.0123,-21.28125,-21.25,-20.6875,-21.28125,-19.53125,-19.8125,-18,-17.71875
0.0124,-21.21875,-21.28125,-20.65625,-21.21875,-19.53125,-19.6875,-18.03125,-17.71875
0.0125,-21.1875,-21.1875,-20.71875,-21.21875,-19.4375,-19.5625,-18.0625,-17.78125
0.0126,-21.125,-21.3125,-20.53125,-21.21875,-19.34375,-19.5,-18.25,-17.59375
0.0127,-21.28125,-21.40625,-20.53125,-21.3125,-19.34375,-19.53125,-18.28125,-17.59375
0.0128,-21.34375,-21.3125,-20.59375,-21.3125,-19.34375,-19.5,-18.25,-17.5625
0.0129,-21.3125,-21.34375,-20.59375,-21.375,-19.375,-19.625,-18.15625,-17.65625
0.013,-21.1875,-21.40625,-20.75,-21.15625,-19.4375,-19.65625,-18,-17.71875
0.0131,-21.0625,-21.3125,-20.5625,-21.21875,-19.5,-19.53125,-18.09375,-17.75
0.0132,-21.125,-21.21875,-20.59375,-21.3125,-19.34375,-19.46875,-18.15625,-17.8125
0.0133,-21.1875,-21.34375,-20.65625,-21.21875,-19.375,-19.5,-18.21875,-17.75
0.0134,-21.21875,-21.5625,-20.5,-21.34375,-19.28125,-19.46875,-18.28125,-17.65625
0.0135,-21.1875,-21.3125,-20.59375,-21.28125,-19.4375,-19.5,-18.25,-17.75
0.0136,-21,-21.375,-20.6875,-21.28125,-19.5,-19.40625,-18.125,-17.625
0.0137,-21,-21.34375,-20.59375,-21.15625,-19.5,-19.40625,-18.125,-17.6875
0.0138,-21.03125,-21.375,-20.59375,-21.21875,-19.4375,-19.28125,-18.03125,-17.65625
0.0139,-21.0625,-21.40625,-20.59375,-21.40625,-19.34375,-19.28125,-18.15625,-17.5
0.014,-21.03125,-21.34375,-20.5625,-21.375,-19.5,-19.28125,-18.15625,-17.5625
0.0141,-21.15625,-21.4375,-20.4375,-21.28125,-19.5,-19.25,-18.15625,-17.65625
0.0142,-21.03125,-21.46875,-20.59375,-21.28125,-19.5,-19.40625,-18.03125,-17.75
0.0143,-21.03125,-21.40625,-20.71875,-21.15625,-19.59375,-19.28125,-17.96875,-17.78125
0.0144,-21.0625,-21.3125,-20.5625,-21.15625,-19.59375,-19.15625,-18.03125,-17.71875
0.0145,-21.125,-21.375,-20.46875,-21.25,-19.5,-19.03125,-18,-17.65625
0.0146,-21.1875,-21.40625,-20.46875,-21.40625,-19.53125,-19.0625,-18.125,-17.53125
0.0147,-21.03125,-21.4375,-20.5625,-21.21875,-19.59375,-19.21875,-18.0625,-17.625
0.0148,-21.0625,-21.40625,-20.625,-21.09375,-19.59375,-19.09375,-18.1875,-17.59375
0.0149,-21,-21.34375,-20.5,-21.125,-19.65625,-19.1875,-18.03125,-17.65625
0.015,-21.0625,-21.25,-20.53125,-21.09375,-19.71875,-19.09375,-18.03125,-17.8125
0.0151,-21.03125,-21.28125,-20.5,-21.21875,-19.59375,-19.0625,-18.03125,-17.71875
0.0152,-21.03125,-21.34375,-20.46875,-21.21875,-19.59375,-19.1875,-18.03125,-17.65625
0.0153,-21.1875,-21.375,-20.5,-21.25,-19.6875,-19.09375,-18.125,-17.59375
0.0154,-21.09375,-21.25,-20.59375,-21.28125,-19.71875,-19.28125,-18.03125,-17.65625
0.0155,-21.125,-21.25,-20.5,-21.21875,-19.8125,-19.21875,-18.0625,-17.6875
0.0156,-21.0625,-21.21875,-20.53125,-21.15625,-19.875,-19.21875,-18.09375,-17.78125
0.0157,-21.03125,-21.21875,-20.34375,-21.0625,-19.71875,-19.15625,-18.03125,-17.75
0.0158,-21.1875,-21.28125,-20.3125,-21.125,-19.65625,-19.125,-18.09375,-17.75
0.0159,-21.15625,-21.34375,-20.34375,-21.21875,-19.78125,-19.3125,-18.21875,-17.6875
0.016,-21.15625,-21.28125,-20.40625,-21.21875,-19.84375,-19.25,-18.09375,-17.75
0.0161,-21.125,-21.21875,-20.4375,-21.125,-19.84375,-19.34375,-18.125,-17.75
0.0162,-21.03125,-21.1875,-20.5,-21.0625,-19.84375,-19.4375,-17.9375,-17.96875
0.0163,-21.09375,-21.15625,-20.34375,-21.03125,-19.90625,-19.21875,-18.09375,-17.8125
0.0164,-21.0625,-21.15625,-20.21875,-21.09375,-19.90625,-19.25,-18.125,-17.8125
0.0165,-21.15625,-21.09375,-20.125,-21.125,-19.78125,-19.3125,-18.0625,-17.90625
0.0166,-21.21875,-21.15625,-20.09375,-21.125,-19.84375,-19.3125,-18.28125,-17.78125
0.0167,-21.15625,-21,-20.125,-21.0625,-19.875,-19.40625,-18.15625,-17.90625
0.0168,-21.125,-21.03125,-20.15625,-20.96875,-19.90625,-19.375,-18.1875,-17.875
0.0169,-21.125,-20.96875,-20.0625,-20.96875,-19.9375,-19.40625,-18.21875,-17.875
0.017,-21.15625,-21,-20.09375,-20.9375,-19.78125,-19.34375,-18.15625,-17.84375
0.0171,-21.15625,-21.15625,-20.09375,-20.96875,-19.78125,-19.34375,-18.34375,-17.875
0.0172,-21.1875,-21.0625,-20.09375,-20.9375,-19.8125,-19.46875,-18.34375,-17.78125
0.0173,-21.125,-21.125,-20.15625,-20.96875,-19.75,-19.46875,-18.21875,-17.96875
0.0174,-21.15625,-21.03125,-20.1875,-20.875,-19.90625,-19.5625,-18.21875,-18.03125
0.0175,-21.0625,-21.03125,-20.125,-20.9375,-19.875,-19.46875,-18.3125,-17.90625
0.0176,-21.125,-21.125,-20.15625,-20.96875,-19.78125,-19.46875,-18.34375,-18.0625
0.0177,-21.09375,-21.09375,-20.03125,-21,-19.65625,-19.40625,-18.34375,-17.90625
0.0178,-21.1875,-21.15625,-20.0625,-21,-19.59375,-19.4375,-18.4375,-17.875
0.0179,-21.15625,-21.15625,-20.03125,-20.9375,-19.75,-19.5,-18.53125,-17.90625
